id,name,description,address,locality,region,latitude,longitude,openingHours,access,wheelchair,babyChange,unisex,male,female,drinkingWater,fee,operator,source,sourceId,sourceIds,sourceUrl,confidence,lastVerified
osm-way-1324312091,1903 Square Public Toilets,,,,,-41.275148,173.2842213,Unknown,public,true,,,true,true,,false,,OpenStreetMap,way/1324312091,way/1324312091,https://www.openstreetmap.org/way/1324312091,0.78,
osm-way-1311669812,Alfred Stream Reserve Public Toilet,,,,Marlborough,-41.2320639,173.5815239,24/7,public,,,true,,,,,Marlborough District Council,OpenStreetMap,way/1311669812,way/1311669812,https://www.openstreetmap.org/way/1311669812,0.82,
osm-node-3416528539,also contains showers,also contains showers,,,,-35.7318813,174.3149086,Unknown,unknown,,,,,,,,,OpenStreetMap,node/3416528539,node/3416528539,https://www.openstreetmap.org/node/3416528539,0.55,
osm-node-385619621,Amberley domain toilets,,,,,-43.150078,172.7205238,Unknown,unknown,,,,,,,,,OpenStreetMap,node/385619621,node/385619621,https://www.openstreetmap.org/node/385619621,0.63,
osm-node-5255522290,Anfield Street,,"45 Anfield Street, Brooklands",Brooklands,,-43.4020452,172.6987332,Unknown,unknown,,,,,,,,,OpenStreetMap,node/5255522290,node/5255522290,https://www.openstreetmap.org/node/5255522290,0.55,
osm-way-1410471486,Anzac Park Public Toilets,,,,,-41.2714261,173.280129,Unknown,unknown,,,true,,,,,,OpenStreetMap,way/1410471486,way/1410471486,https://www.openstreetmap.org/way/1410471486,0.63,
osm-way-1360824745,Athol Toilet,,,,,-45.5090543,168.5707701,24/7,public,true,false,true,,,,false,,OpenStreetMap,way/1360824745,way/1360824745,https://www.openstreetmap.org/way/1360824745,0.86,
osm-node-13648773349,Avalon Park Public Toilet Entrance,,,,,-41.1945972,174.9327601,24/7,public,limited,false,true,,,,,,OpenStreetMap,node/13648773349,node/13648773349,https://www.openstreetmap.org/node/13648773349,0.86,
osm-node-11311055634,Avebury Park Public Toilet,Avebury Park Public Toilet,,,,-43.5200665,172.6600892,Unknown,public,true,,true,,,,false,,OpenStreetMap,node/11311055634,node/11311055634,https://www.openstreetmap.org/node/11311055634,0.7,
osm-node-2102394897,Awakino,,,,,-38.6975256,174.6191715,Unknown,unknown,,,,true,true,,,,OpenStreetMap,node/2102394897,node/2102394897,https://www.openstreetmap.org/node/2102394897,0.63,
osm-node-10776431907,Balfour Plunket Rooms Toilet,,,,,-45.8390803,168.5862199,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10776431907,node/10776431907,https://www.openstreetmap.org/node/10776431907,0.63,
osm-way-200676109,Bannister Street Toilets,There is a fee for using the shower - please bring your own towel,,,,-40.9509601,175.6608816,Mo-Fr 09:00-16:00; Sa 10:00-14:00,public,true,true,true,,,,false,,OpenStreetMap,way/200676109,way/200676109,https://www.openstreetmap.org/way/200676109,0.86,
osm-way-339482361,Building footprint approx-under trees,Building footprint approx-under trees,,,,-36.5455973,174.7084909,Unknown,unknown,,,,,,,false,,OpenStreetMap,way/339482361,way/339482361,https://www.openstreetmap.org/way/339482361,0.55,
osm-node-12459804429,Bus Interchange Public Toilets,,,,,-41.2721612,173.2825369,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/12459804429,node/12459804429,https://www.openstreetmap.org/node/12459804429,0.73,2025-09-05
osm-way-153884938,Buxton Square Public Toilets,,,,,-41.2734829,173.2854672,Unknown,unknown,true,true,,,,,false,,OpenStreetMap,way/153884938,way/153884938,https://www.openstreetmap.org/way/153884938,0.73,
osm-way-352988252,Campers only toilets these are locked to the public at all times,Campers only toilets these are locked to the public at all times,,,,-41.27196,173.9409433,24/7,customers,,,,,,,,Momorangi Bay,OpenStreetMap,way/352988252,way/352988252,https://www.openstreetmap.org/way/352988252,0.74,
osm-way-1347056879,"Carpark on current aerials is gone now, remove this note when aerials update to reveal new changes.","Carpark on current aerials is gone now, remove this note when aerials update to reveal new changes.",,,,-37.6826041,176.1704389,Unknown,unknown,,,,,,,,,OpenStreetMap,way/1347056879,way/1347056879,https://www.openstreetmap.org/way/1347056879,0.55,
osm-way-395231027,Changing Rooms,,,,,-41.1198146,174.8762425,Unknown,unknown,true,,,,,,,,OpenStreetMap,way/395231027,way/395231027,https://www.openstreetmap.org/way/395231027,0.73,
osm-node-3437027061,chemical toilet,chemical toilet,,,,-40.9569618,173.0579367,Unknown,public,false,,,,,,false,,OpenStreetMap,node/3437027061,node/3437027061,https://www.openstreetmap.org/node/3437027061,0.7,
osm-way-659649097,Children's Garden Toilet,,,,,-37.0105332,174.9088564,Unknown,unknown,true,,,,,,false,,OpenStreetMap,way/659649097,way/659649097,https://www.openstreetmap.org/way/659649097,0.73,
osm-node-12645925121,closed at night,closed at night,,,,-37.1344677,175.5397731,Unknown,public,false,false,true,,,,false,,OpenStreetMap,node/12645925121,node/12645925121,https://www.openstreetmap.org/node/12645925121,0.7,
osm-way-156917156,closed from 20110222 earthquake until 201304,closed from 20110222 earthquake until 201304,,,,-43.6033015,172.722686,Unknown,unknown,true,,true,,,,,,OpenStreetMap,way/156917156,way/156917156,https://www.openstreetmap.org/way/156917156,0.65,
osm-node-6220356536,Cobb Dam Information Point toilet,,,,,-41.1055228,172.6921062,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6220356536,node/6220356536,https://www.openstreetmap.org/node/6220356536,0.63,
osm-way-479191453,Cobham Court,,"Cobham Court, Porirua",Porirua,,-41.135479,174.8401498,Unknown,unknown,,,,,,,,,OpenStreetMap,way/479191453,way/479191453,https://www.openstreetmap.org/way/479191453,0.55,
osm-node-10770096229,Colac Bay Play Ground Toilet,,,,,-46.3662893,167.8815728,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10770096229,node/10770096229,https://www.openstreetmap.org/node/10770096229,0.63,
osm-node-11749387588,cold water,cold water,,,,-39.9396558,174.9773484,Unknown,public,true,,,true,true,,false,,OpenStreetMap,node/11749387588,node/11749387588,https://www.openstreetmap.org/node/11749387588,0.7,
osm-node-4380193194,Coopers Creek carpark toilet,,,,,-43.2700566,172.0933991,Unknown,unknown,,false,true,,,,false,,OpenStreetMap,node/4380193194,node/4380193194,https://www.openstreetmap.org/node/4380193194,0.63,
osm-node-1357198229,Cornwall Park Archery,,,,,-36.9036875,174.783994,Unknown,unknown,true,,,true,true,,,,OpenStreetMap,node/1357198229,node/1357198229,https://www.openstreetmap.org/node/1357198229,0.73,
osm-node-10776425668,Dipton Toilet,,,,,-45.8987376,168.3684861,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10776425668,node/10776425668,https://www.openstreetmap.org/node/10776425668,0.63,
osm-way-757456167,Disabled Toilet,Disabled Toilet,,,,-46.5912551,169.3563032,Unknown,customers,true,,true,,,,false,,OpenStreetMap,way/757456167,way/757456167,https://www.openstreetmap.org/way/757456167,0.7,
osm-way-254770355,Disused Toilet,,,,,-38.0737041,175.260517,Unknown,unknown,,,,,,,,,OpenStreetMap,way/254770355,way/254770355,https://www.openstreetmap.org/way/254770355,0.63,
osm-node-13331907844,do the toilets further south exist?,do the toilets further south exist?,,,,-36.9405069,175.4710917,"Mo-Su,PH 00:00-00:00",unknown,true,true,,true,,,false,,OpenStreetMap,node/13331907844,node/13331907844,https://www.openstreetmap.org/node/13331907844,0.73,
osm-way-442158771,Earnslaw Park Toilets,,,,,-45.032592,168.6590129,Unknown,public,true,,,true,true,true,false,,OpenStreetMap,way/442158771,way/442158771,https://www.openstreetmap.org/way/442158771,0.78,
osm-node-7127265510,Exeloo,Exeloo,,,,-38.0049377,175.3238825,Unknown,unknown,true,,true,,,,false,,OpenStreetMap,node/7127265510,node/7127265510,https://www.openstreetmap.org/node/7127265510,0.65,
osm-way-1134430249,Feilding Manchester Square Public Toilets,,,,,-40.226583,175.5645437,Unknown,unknown,,,,,,,,,OpenStreetMap,way/1134430249,way/1134430249,https://www.openstreetmap.org/way/1134430249,0.63,
osm-node-11477666670,for disabled & families,for disabled & families,,,,-38.2610289,175.1034182,Unknown,public,true,,,,,,false,,OpenStreetMap,node/11477666670,node/11477666670,https://www.openstreetmap.org/node/11477666670,0.7,
osm-node-13456802097,Free Toilets,,,,,-40.1877084,175.4528209,Unknown,unknown,,,,,,,,,OpenStreetMap,node/13456802097,node/13456802097,https://www.openstreetmap.org/node/13456802097,0.63,
osm-way-1197605262,Friendly Bay Playground,,,,,-45.1054501,170.9716039,Unknown,public,,,,,,,,,OpenStreetMap,way/1197605262,way/1197605262,https://www.openstreetmap.org/way/1197605262,0.68,
osm-node-4170652824,Garston Toilet,,,,,-45.4670085,168.683926,24/7,public,true,false,,,,true,false,,OpenStreetMap,node/4170652824,node/4170652824,https://www.openstreetmap.org/node/4170652824,0.86,
osm-node-6268977477,Glendhu Bay Recreation Reserve Toilette,,,,,-44.6713705,169.0102423,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/6268977477,node/6268977477,https://www.openstreetmap.org/node/6268977477,0.63,
osm-node-3353795207,Glengarry Public Toilets,,"500 Yarrow Road, Glengarry",Glengarry,,-46.4023336,168.3851665,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/3353795207,node/3353795207,https://www.openstreetmap.org/node/3353795207,0.73,
osm-node-2103505873,Grasslees Public Toilets,,,,Wellington,-41.1638317,174.8289546,Unknown,public,true,true,true,,,,false,Wellington City Council,OpenStreetMap,node/2103505873,node/2103505873,https://www.openstreetmap.org/node/2103505873,0.84,
osm-node-10769748967,Gummies Bush Toilet,,,,,-46.3120691,168.0161224,Unknown,public,,,,,,,,,OpenStreetMap,node/10769748967,node/10769748967,https://www.openstreetmap.org/node/10769748967,0.68,
osm-node-3896114203,Haast Public Toilets,,"Marks Road, Haast",Haast,,-43.8805341,169.0423039,Unknown,public,true,,,,,,false,,OpenStreetMap,node/3896114203,node/3896114203,https://www.openstreetmap.org/node/3896114203,0.78,
osm-way-356718924,Hamilton Lake Public Toilets,,,,,-37.7991825,175.2790839,Unknown,unknown,true,,,,,,false,,OpenStreetMap,way/356718924,way/356718924,https://www.openstreetmap.org/way/356718924,0.73,
osm-node-13388506740,"handwashing=no and handwashing:soap=yes is correct. I found a functional foaming soap dispenser here, but no sink or water to wash hands.","handwashing=no and handwashing:soap=yes is correct. I found a functional foaming soap dispenser here, but no sink or water to wash hands.",,,,-40.2241358,175.4208001,24/7,public,true,true,true,false,false,,false,,OpenStreetMap,node/13388506740,node/13388506740,https://www.openstreetmap.org/node/13388506740,0.78,
osm-node-4294146189,Herdman Street,,"19 Herdman Street, Waterview, Auckland",Waterview,Auckland,-36.8754945,174.7018172,Unknown,public,,,true,,,,false,,OpenStreetMap,node/4294146189,node/4294146189,https://www.openstreetmap.org/node/4294146189,0.6,
osm-node-446100403,Hororata Domain,,,,,-43.5310655,171.9522211,Unknown,unknown,,,,,,,,,OpenStreetMap,node/446100403,node/446100403,https://www.openstreetmap.org/node/446100403,0.63,
osm-node-1215674424,Horowhenua District Council,Horowhenua District Council,,,,-40.6883936,175.1485997,Unknown,unknown,limited,,,,,,false,Waikawa Beach Toilets and Changing Pavilion,OpenStreetMap,node/1215674424,node/1215674424,https://www.openstreetmap.org/node/1215674424,0.71,
osm-node-10767571422,Howells Point Toilet,,,,,-46.3808955,168.0337356,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/10767571422,node/10767571422,https://www.openstreetmap.org/node/10767571422,0.63,
osm-way-511748290,Hundertwasser Toilets,artwork,,,,-35.3799279,174.0670187,07:00-22:00,public,true,,,true,true,,false,,OpenStreetMap,way/511748290,way/511748290,https://www.openstreetmap.org/way/511748290,0.86,
osm-way-350438923,Infocenter/Cottage,,,,,-39.0889609,174.1095101,Unknown,unknown,true,,,,,,false,,OpenStreetMap,way/350438923,way/350438923,https://www.openstreetmap.org/way/350438923,0.73,
osm-node-3652410465,Inside parking building,Inside parking building,,,,-37.8057771,175.2806309,Unknown,unknown,,,,,,,,,OpenStreetMap,node/3652410465,node/3652410465,https://www.openstreetmap.org/node/3652410465,0.55,
osm-node-6270546286,Ivy Russell Park Toilet,,,,,-46.1327751,168.32015,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6270546286,node/6270546286,https://www.openstreetmap.org/node/6270546286,0.63,
osm-node-1447913214,Kinloch Marina Toilets and Dump Station,,,,,-38.6630809,175.920343,Unknown,unknown,,,,,true,,false,,OpenStreetMap,node/1447913214,node/1447913214,https://www.openstreetmap.org/node/1447913214,0.63,
osm-way-145665747,Knobs Flat amenity centre and toilets,,,,,-44.9772481,168.0173067,24/7,public,true,true,,true,true,,false,Department of Conservation,OpenStreetMap,way/145665747,way/145665747,https://www.openstreetmap.org/way/145665747,0.92,2023-02-09
osm-way-128209733,Kohimarama Beach Changing Rooms and Toilets,,,,,-36.8500659,174.8432801,Unknown,public,true,,,,,,,,OpenStreetMap,way/128209733,way/128209733,https://www.openstreetmap.org/way/128209733,0.78,
osm-node-5636535868,Ladies Rest,,,,,-39.9342488,175.0515244,24/7,unknown,true,,,,true,,false,,OpenStreetMap,node/5636535868,node/5636535868,https://www.openstreetmap.org/node/5636535868,0.81,2025-06-21
osm-node-1789623029,Lake Domain Reserve Public Toilets,,,,,-37.7939561,175.276541,Unknown,unknown,,,,,,,,,OpenStreetMap,node/1789623029,node/1789623029,https://www.openstreetmap.org/node/1789623029,0.63,
osm-node-12464279244,Latrine,,,,,-45.0024593,168.6285689,Unknown,public,,,true,,,,,,OpenStreetMap,node/12464279244,node/12464279244,https://www.openstreetmap.org/node/12464279244,0.68,
osm-way-339467872,Laurie Southwick Parade,,"1346 Laurie Southwick Parade, Gulf Harbour",Gulf Harbour,,-36.6238882,174.7852365,Unknown,unknown,true,true,,,,,false,,OpenStreetMap,way/339467872,way/339467872,https://www.openstreetmap.org/way/339467872,0.65,
osm-node-4032242587,Little House on the Prairie,,,,,-44.8448759,167.8122618,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/4032242587,node/4032242587,https://www.openstreetmap.org/node/4032242587,0.63,
osm-node-1611076972,Lobster loos,,,,,-41.2837812,174.7783882,24/7,public,true,true,,true,true,,false,,OpenStreetMap,node/1611076972,node/1611076972,https://www.openstreetmap.org/node/1611076972,0.86,
osm-node-7296343452,Lock Hut Longdrop,,,,,-41.236465,174.9854342,Unknown,customers,false,,true,,,,,Brookfield Outdoor Education Centre,OpenStreetMap,node/7296343452,node/7296343452,https://www.openstreetmap.org/node/7296343452,0.84,
osm-node-6836128159,Long Drop,,,,,-41.2259451,174.9857736,Unknown,customers,false,false,true,,,,,,OpenStreetMap,node/6836128159,node/6836128159,https://www.openstreetmap.org/node/6836128159,0.78,
osm-node-12520004461,Long drop (vault) toilet,Long drop (vault) toilet,,,,-36.6006901,174.8901469,Unknown,unknown,,,,,,,,,OpenStreetMap,node/12520004461,node/12520004461,https://www.openstreetmap.org/node/12520004461,0.55,
osm-node-3154348161,Lumsden Public Toilet,,,,,-45.7382714,168.4421935,Unknown,public,true,false,,true,true,true,false,,OpenStreetMap,node/3154348161,node/3154348161,https://www.openstreetmap.org/node/3154348161,0.78,
osm-node-3934016156,Main South Road,,"3406 Main South Road, Dunsandel, Dunsandel",Dunsandel,,-43.6597619,172.1939622,Unknown,unknown,,,,,,,,,OpenStreetMap,node/3934016156,node/3934016156,https://www.openstreetmap.org/node/3934016156,0.55,
osm-way-887407903,Main Street,,"2 Main Street, Ōtaki, Ōtaki",Ōtaki,,-40.7516667,175.1377641,Unknown,public,,,,,,,,,OpenStreetMap,way/887407903,way/887407903,https://www.openstreetmap.org/way/887407903,0.6,
osm-way-1158045629,Main Street Toilet,,,,,-46.1426905,167.9962974,Unknown,public,,,,,,,,,OpenStreetMap,way/1158045629,way/1158045629,https://www.openstreetmap.org/way/1158045629,0.68,
osm-node-11386086631,Martyn Road,,907 Martyn Road,,,-37.1967053,175.8695198,24/7,unknown,,,,,,,,,OpenStreetMap,node/11386086631,node/11386086631,https://www.openstreetmap.org/node/11386086631,0.63,
osm-way-1184904537,Matakana Toilets,,,,,-36.3526207,174.7178664,Unknown,unknown,,,,,,,,,OpenStreetMap,way/1184904537,way/1184904537|way/1184904538,https://www.openstreetmap.org/way/1184904537,0.63,
osm-way-1099018434,McNulty Inlet,,"5 McNulty Inlet, Cromwell",Cromwell,,-45.0256298,169.2055922,Unknown,unknown,,,,,,,,,OpenStreetMap,way/1099018434,way/1099018434,https://www.openstreetmap.org/way/1099018434,0.55,
osm-node-2293214818,Millers Acre Public Toilets,,,,,-41.2703111,173.2845448,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/2293214818,node/2293214818,https://www.openstreetmap.org/node/2293214818,0.63,2025-03-16
osm-node-4177429889,Monkey Island Toilet,,,,,-46.3006449,167.7283371,24/7,unknown,,,,,,,,,OpenStreetMap,node/4177429889,node/4177429889,https://www.openstreetmap.org/node/4177429889,0.71,
osm-way-1317135327,Monowai Toilet,,,,,-45.7786208,167.6156625,Unknown,unknown,,,,,,,,,OpenStreetMap,way/1317135327,way/1317135327,https://www.openstreetmap.org/way/1317135327,0.63,
osm-node-2313972936,Montgomery Square Public Toilets,,,,,-41.2734411,173.2825859,Mo-Fr 08:00-17:30; Sa 07:00-17:00; Su 07:00-16:00,unknown,true,,,,,,false,,OpenStreetMap,node/2313972936,node/2313972936,https://www.openstreetmap.org/node/2313972936,0.81,2026-04-09
osm-node-2623278926,Motueka i-SITE Vistors Centre,,,,,-41.111784,173.012373,Unknown,unknown,true,,,true,true,,false,,OpenStreetMap,node/2623278926,node/2623278926,https://www.openstreetmap.org/node/2623278926,0.73,2024-04-23
osm-node-2691967420,Naish Park Public Toilets,,,,,-46.2390133,169.7306803,Unknown,public,,,,,,,,,OpenStreetMap,node/2691967420,node/2691967420,https://www.openstreetmap.org/node/2691967420,0.68,
osm-way-575701488,no water,no water,,,,-36.658501,174.7279549,Unknown,unknown,,,,,,,,,OpenStreetMap,way/575701488,way/575701488,https://www.openstreetmap.org/way/575701488,0.55,
osm-node-2247879144,"non-flushing bush toilet, single booth","non-flushing bush toilet, single booth",,,,-43.8180823,173.0297459,Unknown,public,false,false,,,,,,,OpenStreetMap,node/2247879144,node/2247879144,https://www.openstreetmap.org/node/2247879144,0.7,
osm-node-591839743,"non-potable water sign next to the hand basin. still drinking_water=yes ist tagged. Is this tag correct? if yes, please note or put it in the description. Otherwise map drinking_water=no","non-potable water sign next to the hand basin. still drinking_water=yes ist tagged. Is this tag correct? if yes, please note or put it in the description. Otherwise map drinking_water=no",,,,-35.5566442,174.4741015,Unknown,public,limited,false,true,true,true,true,false,,OpenStreetMap,node/591839743,node/591839743,https://www.openstreetmap.org/node/591839743,0.7,
osm-node-8456412316,Observation Beach Picnic Area,,,,,-40.966613,173.0514855,24/7,unknown,,,,,,,,Department of Conservation,OpenStreetMap,node/8456412316,node/8456412316,https://www.openstreetmap.org/node/8456412316,0.77,
osm-node-4315087389,Omapere Public Toilets,,,,,-35.5343613,173.3873246,Unknown,unknown,,,,,,,,Omapere Public Toilets,OpenStreetMap,node/4315087389,node/4315087389,https://www.openstreetmap.org/node/4315087389,0.69,
osm-node-2346855582,only 1 toilet,only 1 toilet,,,,-41.2957696,173.2785466,Unknown,unknown,false,,,,,,false,,OpenStreetMap,node/2346855582,node/2346855582,https://www.openstreetmap.org/node/2346855582,0.65,
osm-node-3026877384,Only open during sports events. Not available for public use.,Only open during sports events. Not available for public use.,,,,-37.7927353,175.3066723,Unknown,unknown,,,,,,,,,OpenStreetMap,node/3026877384,node/3026877384,https://www.openstreetmap.org/node/3026877384,0.55,
osm-way-479201785,open from dawn till dusk,open from dawn till dusk,,,,-39.4295549,174.2997201,Unknown,public,,,,true,true,,false,,OpenStreetMap,way/479201785,way/479201785,https://www.openstreetmap.org/way/479201785,0.6,
osm-way-496637215,opening hours are 7am to 7pm during summer (whatever that means) and 8am to 5pm in winter. please tag this in the opening hours Tag if you know how to do it.,opening hours are 7am to 7pm during summer (whatever that means) and 8am to 5pm in winter. please tag this in the opening hours Tag if you know how to do it.,,,,-40.9495275,175.6792976,7:00-19:00,unknown,true,true,,,,,false,,OpenStreetMap,way/496637215,way/496637215,https://www.openstreetmap.org/way/496637215,0.73,
osm-way-625560387,"opening hours:- Winter:7am-9pm, Summer:6am-10pm","opening hours:- Winter:7am-9pm, Summer:6am-10pm",,,Wellington,-41.2915097,174.7928353,Mo-Su 07:00-21:00,public,true,true,true,,,,false,Wellington City Council,OpenStreetMap,way/625560387,way/625560387,https://www.openstreetmap.org/way/625560387,0.84,
osm-node-6942427985,Opotiki Toilets,,,,,-38.0051555,177.2843214,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6942427985,node/6942427985,https://www.openstreetmap.org/node/6942427985,0.63,
osm-node-3851811649,Owen River Recreation Reserve,Payment and entrance at hotel.,,,,-41.6874748,172.4509451,Unknown,unknown,,,,,,,true,,OpenStreetMap,node/3851811649,node/3851811649,https://www.openstreetmap.org/node/3851811649,0.63,
osm-way-892121372,Paihia's Wee Toilet,,,,,-35.2821498,174.0929244,24/7,unknown,false,true,true,true,true,,false,,OpenStreetMap,way/892121372,way/892121372,https://www.openstreetmap.org/way/892121372,0.81,
osm-node-13520692924,Park Toilets,,,,,-35.7300887,174.3359537,Unknown,unknown,,,,,,,,,OpenStreetMap,node/13520692924,node/13520692924,https://www.openstreetmap.org/node/13520692924,0.63,
osm-node-1021417302,Pearl Harbour Toilet,,,,,-45.5690584,167.6097378,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/1021417302,node/1021417302,https://www.openstreetmap.org/node/1021417302,0.73,
osm-node-5281716750,Portaloo,Portaloo,,,,-36.9929718,174.9096602,Unknown,public,false,false,true,,,,false,,OpenStreetMap,node/5281716750,node/5281716750,https://www.openstreetmap.org/node/5281716750,0.7,
osm-way-376253735,Princess Street Toilet,,"103 Princess Street, Riverton",Riverton,,-46.3500028,168.0174373,Unknown,public,true,,,true,true,,false,,OpenStreetMap,way/376253735,way/376253735,https://www.openstreetmap.org/way/376253735,0.78,
osm-node-12257883157,PT-35,PT-35,,,,-45.7792576,170.7035421,Unknown,public,,,,,,,false,Dunedin City Council,OpenStreetMap,node/12257883157,node/12257883157,https://www.openstreetmap.org/node/12257883157,0.66,2024-10-15
osm-way-475724845,Public Restroom,,Ohope,Ohope,,-37.9782296,177.0932387,Unknown,unknown,,,,,,,,,OpenStreetMap,way/475724845,way/475724845,https://www.openstreetmap.org/way/475724845,0.63,
osm-node-1000008969,Public toilet,,,,,-43.9707656,171.7626843,Unknown,unknown,,,,,,,,,OpenStreetMap,node/1000008969,node/1000008969,https://www.openstreetmap.org/node/1000008969,0.55,
osm-node-1000009152,Public toilet,,,,,-43.9637327,171.7737174,Unknown,unknown,,,,,,,,,OpenStreetMap,node/1000009152,node/1000009152,https://www.openstreetmap.org/node/1000009152,0.55,
osm-node-10001474820,Public toilet,,,,,-43.4904282,172.6830158,Unknown,public,limited,,,,,,false,,OpenStreetMap,node/10001474820,node/10001474820,https://www.openstreetmap.org/node/10001474820,0.7,
osm-node-10033156228,Public toilet,,,,,-37.0127617,174.495923,Unknown,public,,,true,,,,,,OpenStreetMap,node/10033156228,node/10033156228,https://www.openstreetmap.org/node/10033156228,0.6,
osm-node-10038304863,Public toilet,,,,,-37.0826212,175.0911384,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10038304863,node/10038304863,https://www.openstreetmap.org/node/10038304863,0.55,
osm-node-10041234279,Public toilet,,,,,-36.9073976,174.6863481,Unknown,customers,,,,,,,,,OpenStreetMap,node/10041234279,node/10041234279,https://www.openstreetmap.org/node/10041234279,0.6,
osm-node-10041366117,Public toilet,,,,,-36.90779,174.6857876,Unknown,customers,,,,,,,,,OpenStreetMap,node/10041366117,node/10041366117,https://www.openstreetmap.org/node/10041366117,0.6,
osm-node-10044755195,Public toilet,,,,,-41.328956,174.8124892,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/10044755195,node/10044755195,https://www.openstreetmap.org/node/10044755195,0.55,
osm-node-10062366617,Public toilet,,,,,-36.8943909,174.7806535,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10062366617,node/10062366617,https://www.openstreetmap.org/node/10062366617,0.55,
osm-node-10067575242,Public toilet,,,,,-36.4499921,174.7637341,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/10067575242,node/10067575242,https://www.openstreetmap.org/node/10067575242,0.65,
osm-node-10074615858,Public toilet,,,,,-38.723718,176.0722616,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10074615858,node/10074615858,https://www.openstreetmap.org/node/10074615858,0.55,
osm-node-10081597208,Public toilet,,,,,-36.4764097,175.389901,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/10081597208,node/10081597208|node/10081604657|node/10081607017,https://www.openstreetmap.org/node/10081597208,0.55,
osm-node-10086117779,Public toilet,,,,,-36.907923,174.6844397,Unknown,customers,,,,true,true,,false,,OpenStreetMap,node/10086117779,node/10086117779,https://www.openstreetmap.org/node/10086117779,0.6,
osm-node-10102689219,Public toilet,,,,,-37.8437979,175.0709796,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10102689219,node/10102689219,https://www.openstreetmap.org/node/10102689219,0.55,
osm-node-1010566703,Public toilet,,,,,-36.6956346,174.7509461,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/1010566703,node/1010566703,https://www.openstreetmap.org/node/1010566703,0.65,
osm-node-10107619138,Public toilet,,,,,-34.4374806,172.7140062,Unknown,unknown,false,,,,,,false,,OpenStreetMap,node/10107619138,node/10107619138,https://www.openstreetmap.org/node/10107619138,0.65,
osm-node-10113565384,Public toilet,,,,,-36.483254,175.3430659,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10113565384,node/10113565384,https://www.openstreetmap.org/node/10113565384,0.55,
osm-node-10131754192,Public toilet,,,,,-39.03215,175.81329,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/10131754192,node/10131754192,https://www.openstreetmap.org/node/10131754192,0.55,
osm-node-1014175511,Public toilet,,,,,-43.2868962,172.7179126,Unknown,unknown,,,,,,,,,OpenStreetMap,node/1014175511,node/1014175511,https://www.openstreetmap.org/node/1014175511,0.55,
osm-node-1014308428,Public toilet,,,,,-39.4861053,176.8890903,Unknown,unknown,,,,,,,,,OpenStreetMap,node/1014308428,node/1014308428,https://www.openstreetmap.org/node/1014308428,0.55,
osm-node-1014308462,Public toilet,,,,,-39.4855422,176.8925062,Unknown,unknown,true,false,,,,,false,,OpenStreetMap,node/1014308462,node/1014308462,https://www.openstreetmap.org/node/1014308462,0.65,
osm-node-10153174293,Public toilet,,,,,-44.8530672,168.3833575,24/7,public,true,,true,,,,false,,OpenStreetMap,node/10153174293,node/10153174293,https://www.openstreetmap.org/node/10153174293,0.78,
osm-node-1015495415,Public toilet,,,,,-39.5819043,176.9168114,Unknown,public,true,,true,,,,false,,OpenStreetMap,node/1015495415,node/1015495415,https://www.openstreetmap.org/node/1015495415,0.7,
osm-node-10169316367,Public toilet,,,,,-44.938181,168.8329293,Unknown,public,true,,,,,,false,,OpenStreetMap,node/10169316367,node/10169316367,https://www.openstreetmap.org/node/10169316367,0.7,
osm-node-1017984328,Public toilet,,,,,-41.1179929,174.8930383,Unknown,public,true,true,true,,,,false,,OpenStreetMap,node/1017984328,node/1017984328,https://www.openstreetmap.org/node/1017984328,0.7,
osm-node-10180133738,Public toilet,,,,,-37.6729977,176.2366779,24/7,public,true,,true,,,,false,,OpenStreetMap,node/10180133738,node/10180133738,https://www.openstreetmap.org/node/10180133738,0.78,
osm-node-10209133855,Public toilet,,,,,-36.9644993,174.9134325,Unknown,unknown,,,,,,,,,OpenStreetMap,node/10209133855,node/10209133855,https://www.openstreetmap.org/node/10209133855,0.55,
