id,name,description,address,locality,region,latitude,longitude,openingHours,access,wheelchair,babyChange,unisex,male,female,drinkingWater,fee,operator,source,sourceId,sourceIds,sourceUrl,confidence,lastVerified
osm-node-6424464597,Public toilet,,,,,-36.6056646,175.5382469,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6424464597,node/6424464597,https://www.openstreetmap.org/node/6424464597,0.55,
osm-node-6427107850,Public toilet,,,,,-37.1520405,175.879608,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6427107850,node/6427107850,https://www.openstreetmap.org/node/6427107850,0.55,
osm-node-6432147147,Public toilet,,,,,-39.0963325,177.9494062,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6432147147,node/6432147147,https://www.openstreetmap.org/node/6432147147,0.55,
osm-node-6432149687,Public toilet,,,,,-39.0671233,177.7988131,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6432149687,node/6432149687,https://www.openstreetmap.org/node/6432149687,0.55,
osm-node-6432200487,Public toilet,,,,,-39.0146692,177.886372,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6432200487,node/6432200487,https://www.openstreetmap.org/node/6432200487,0.55,
osm-node-6437377585,Public toilet,,,,,-46.4047848,168.3555481,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6437377585,node/6437377585,https://www.openstreetmap.org/node/6437377585,0.55,2025-02-04
osm-node-6439743392,Public toilet,,,,,-37.3872495,175.9401926,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6439743392,node/6439743392,https://www.openstreetmap.org/node/6439743392,0.55,
osm-node-6441771585,Public toilet,,,,,-36.8576983,175.591754,24/7,unknown,,,,,,,,,OpenStreetMap,node/6441771585,node/6441771585,https://www.openstreetmap.org/node/6441771585,0.63,
osm-node-6444515394,Public toilet,,,,,-38.8194786,177.1445205,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6444515394,node/6444515394,https://www.openstreetmap.org/node/6444515394,0.55,
osm-node-6446972147,Public toilet,,,,,-37.8040315,174.8453135,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6446972147,node/6446972147,https://www.openstreetmap.org/node/6446972147,0.55,
osm-node-6447181963,Public toilet,,,,,-37.796598,174.8735361,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6447181963,node/6447181963,https://www.openstreetmap.org/node/6447181963,0.55,
osm-node-6448726888,Public toilet,,,,,-38.7326529,177.5860296,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448726888,node/6448726888,https://www.openstreetmap.org/node/6448726888,0.55,
osm-node-6448853087,Public toilet,,,,,-45.2726548,168.1726937,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448853087,node/6448853087,https://www.openstreetmap.org/node/6448853087,0.55,
osm-node-6448853089,Public toilet,,,,,-45.273424,168.1720279,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448853089,node/6448853089,https://www.openstreetmap.org/node/6448853089,0.55,
osm-node-6448853091,Public toilet,,,,,-45.2764095,168.171018,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448853091,node/6448853091,https://www.openstreetmap.org/node/6448853091,0.55,
osm-node-6448853095,Public toilet,,,,,-45.2967944,168.1793366,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448853095,node/6448853095,https://www.openstreetmap.org/node/6448853095,0.55,
osm-node-6448861785,Public toilet,,,,,-45.2721655,168.1729651,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448861785,node/6448861785,https://www.openstreetmap.org/node/6448861785,0.55,
osm-node-6448861988,Public toilet,,,,,-45.3064531,168.1792903,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448861988,node/6448861988,https://www.openstreetmap.org/node/6448861988,0.55,
osm-node-6448862685,Public toilet,,,,,-45.1037747,168.5413885,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6448862685,node/6448862685,https://www.openstreetmap.org/node/6448862685,0.55,
osm-node-6451541499,Public toilet,,,,,-36.3710058,174.6294773,Unknown,customers,limited,,,,,,false,,OpenStreetMap,node/6451541499,node/6451541499,https://www.openstreetmap.org/node/6451541499,0.7,
osm-node-6456691885,Public toilet,,,,,-45.0422931,168.6914098,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6456691885,node/6456691885,https://www.openstreetmap.org/node/6456691885,0.55,
osm-node-6463522285,Public toilet,,,,,-41.2634383,173.2785285,Unknown,public,true,,,,,,false,,OpenStreetMap,node/6463522285,node/6463522285,https://www.openstreetmap.org/node/6463522285,0.7,
osm-node-6467535755,Public toilet,,,,,-42.1202729,171.8631468,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6467535755,node/6467535755,https://www.openstreetmap.org/node/6467535755,0.55,
osm-node-6468983242,Public toilet,,,,,-36.72818,174.7087426,Unknown,public,true,,true,,,,false,,OpenStreetMap,node/6468983242,node/6468983242,https://www.openstreetmap.org/node/6468983242,0.7,
osm-node-6474842513,Public toilet,,,,,-41.2229735,174.9122087,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6474842513,node/6474842513,https://www.openstreetmap.org/node/6474842513,0.55,
osm-node-6483230961,Public toilet,,,,,-43.46566,172.3289948,Unknown,public,,,true,,,,,,OpenStreetMap,node/6483230961,node/6483230961,https://www.openstreetmap.org/node/6483230961,0.6,
osm-node-6489718186,Public toilet,,,,,-42.1563703,171.7928159,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6489718186,node/6489718186,https://www.openstreetmap.org/node/6489718186,0.55,
osm-node-6489718187,Public toilet,,,,,-42.1457728,171.8144173,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/6489718187,node/6489718187,https://www.openstreetmap.org/node/6489718187,0.55,
osm-node-6501460021,Public toilet,,,,,-39.2430627,173.7761828,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/6501460021,node/6501460021,https://www.openstreetmap.org/node/6501460021,0.65,
osm-node-6515954886,Public toilet,,,,,-41.2120942,172.8346113,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6515954886,node/6515954886,https://www.openstreetmap.org/node/6515954886,0.55,
osm-node-6517690185,Public toilet,,,,,-40.9587161,172.8814283,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6517690185,node/6517690185,https://www.openstreetmap.org/node/6517690185,0.55,
osm-node-6518509732,Public toilet,,,,,-44.565402,170.1860882,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6518509732,node/6518509732,https://www.openstreetmap.org/node/6518509732,0.55,
osm-node-6522321387,Public toilet,,,,,-40.5947729,172.6896264,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6522321387,node/6522321387,https://www.openstreetmap.org/node/6522321387,0.55,
osm-node-6534173894,Public toilet,,,,,-39.2413581,174.1129158,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6534173894,node/6534173894,https://www.openstreetmap.org/node/6534173894,0.55,
osm-node-6555111829,Public toilet,,,,,-43.9116973,170.121333,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6555111829,node/6555111829,https://www.openstreetmap.org/node/6555111829,0.55,
osm-node-656549246,Public toilet,,,,,-36.6150193,174.8300766,Unknown,unknown,,,,,,,,,OpenStreetMap,node/656549246,node/656549246,https://www.openstreetmap.org/node/656549246,0.55,
osm-node-6580672953,Public toilet,,,,,-43.6039204,172.7135718,Unknown,public,true,,true,,,,false,,OpenStreetMap,node/6580672953,node/6580672953,https://www.openstreetmap.org/node/6580672953,0.7,
osm-node-6581922449,Public toilet,,,,,-41.2989551,173.5714182,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6581922449,node/6581922449,https://www.openstreetmap.org/node/6581922449,0.55,
osm-node-6594663672,Public toilet,,,,,-39.9646918,175.5242368,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/6594663672,node/6594663672,https://www.openstreetmap.org/node/6594663672,0.55,
osm-node-6597295465,Public toilet,,,,,-39.2824738,174.9636738,Unknown,unknown,false,false,true,,,false,false,Department of Conservation,OpenStreetMap,node/6597295465,node/6597295465,https://www.openstreetmap.org/node/6597295465,0.71,
osm-node-6604239145,Public toilet,,,,,-44.6101858,169.273535,Unknown,public,,,,true,true,,false,,OpenStreetMap,node/6604239145,node/6604239145,https://www.openstreetmap.org/node/6604239145,0.6,
osm-node-660565019,Public toilet,,,,,-36.9034699,174.8461973,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/660565019,node/660565019,https://www.openstreetmap.org/node/660565019,0.55,2024-08-17
osm-node-6612409964,Public toilet,,,,,-43.9374614,170.4619933,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6612409964,node/6612409964,https://www.openstreetmap.org/node/6612409964,0.55,
osm-node-661953988,Public toilet,,,,,-36.8757785,174.6556654,Unknown,unknown,,,,,,,,,OpenStreetMap,node/661953988,node/661953988,https://www.openstreetmap.org/node/661953988,0.55,
osm-node-661969719,Public toilet,,,,,-36.8952127,174.6168734,Unknown,unknown,,,,,,,,,OpenStreetMap,node/661969719,node/661969719,https://www.openstreetmap.org/node/661969719,0.55,
osm-node-6621620158,Public toilet,,,,,-39.037863,174.1062969,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/6621620158,node/6621620158,https://www.openstreetmap.org/node/6621620158,0.65,
osm-node-6622702209,Public toilet,,,,,-41.2894431,173.879105,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6622702209,node/6622702209,https://www.openstreetmap.org/node/6622702209,0.55,
osm-node-6622702210,Public toilet,,,,,-41.2470873,173.8846399,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6622702210,node/6622702210,https://www.openstreetmap.org/node/6622702210,0.55,
osm-node-6623002798,Public toilet,,,,,-43.612988,171.0577908,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6623002798,node/6623002798,https://www.openstreetmap.org/node/6623002798,0.55,
osm-node-662763090,Public toilet,,,,,-36.8966681,174.6970507,24/7,unknown,true,,,,,,,,OpenStreetMap,node/662763090,node/662763090,https://www.openstreetmap.org/node/662763090,0.73,
osm-node-6631367770,Public toilet,,,,,-38.4741573,176.143652,24/7,unknown,true,,,true,true,,false,,OpenStreetMap,node/6631367770,node/6631367770,https://www.openstreetmap.org/node/6631367770,0.73,
osm-node-6632980643,Public toilet,,,,,-36.9310522,174.7015361,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6632980643,node/6632980643,https://www.openstreetmap.org/node/6632980643,0.55,
osm-node-6648651186,Public toilet,,,,,-41.0088683,172.8014621,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6648651186,node/6648651186,https://www.openstreetmap.org/node/6648651186,0.55,
osm-node-6648651387,Public toilet,,,,,-41.0455366,172.7430015,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6648651387,node/6648651387,https://www.openstreetmap.org/node/6648651387,0.55,
osm-node-6654525384,Public toilet,,,,,-37.8916278,175.4558282,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6654525384,node/6654525384,https://www.openstreetmap.org/node/6654525384,0.55,
osm-node-666779086,Public toilet,,,,,-36.8544855,174.780243,Unknown,unknown,true,false,,,,,false,,OpenStreetMap,node/666779086,node/666779086,https://www.openstreetmap.org/node/666779086,0.65,
osm-node-667236373,Public toilet,,,,,-36.9430168,174.4648471,Unknown,unknown,,,,,,,,,OpenStreetMap,node/667236373,node/667236373,https://www.openstreetmap.org/node/667236373,0.55,
osm-node-6709554535,Public toilet,,,,,-35.4400912,173.858935,Unknown,public,,,true,,,,,,OpenStreetMap,node/6709554535,node/6709554535,https://www.openstreetmap.org/node/6709554535,0.6,
osm-node-6709555219,Public toilet,,,,,-35.390586,173.7728722,Unknown,public,,,true,,,,,,OpenStreetMap,node/6709555219,node/6709555219,https://www.openstreetmap.org/node/6709555219,0.6,
osm-node-6722076820,Public toilet,,,,,-38.0697719,177.2639161,Unknown,public,limited,false,true,false,false,,false,,OpenStreetMap,node/6722076820,node/6722076820,https://www.openstreetmap.org/node/6722076820,0.7,
osm-node-6728860988,Public toilet,,,,,-39.9363997,175.0524004,Unknown,unknown,true,,,,,,,,OpenStreetMap,node/6728860988,node/6728860988,https://www.openstreetmap.org/node/6728860988,0.65,
osm-node-6745064685,Public toilet,,,,,-35.7241735,174.3173697,Unknown,unknown,true,,,,,,,,OpenStreetMap,node/6745064685,node/6745064685,https://www.openstreetmap.org/node/6745064685,0.65,
osm-node-676068108,Public toilet,,,,,-38.5112858,175.5624262,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/676068108,node/676068108,https://www.openstreetmap.org/node/676068108,0.55,
osm-node-6762965087,Public toilet,,,,,-41.1826925,172.7303612,Unknown,public,false,false,true,,,,,,OpenStreetMap,node/6762965087,node/6762965087,https://www.openstreetmap.org/node/6762965087,0.7,
osm-node-6767956674,Public toilet,,,,,-37.4384175,175.746765,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6767956674,node/6767956674,https://www.openstreetmap.org/node/6767956674,0.55,
osm-node-6807196516,Public toilet,,,,,-35.3459762,173.7080891,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/6807196516,node/6807196516,https://www.openstreetmap.org/node/6807196516,0.55,
osm-node-6810599085,Public toilet,,,,,-39.0681468,174.0821024,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/6810599085,node/6810599085,https://www.openstreetmap.org/node/6810599085,0.65,
osm-node-6813588217,Public toilet,,,,,-37.770887,175.2243061,Unknown,unknown,true,,,,,,,,OpenStreetMap,node/6813588217,node/6813588217,https://www.openstreetmap.org/node/6813588217,0.65,
osm-node-6817010852,Public toilet,,,,,-37.0816254,175.071929,Unknown,customers,,,,,,,,,OpenStreetMap,node/6817010852,node/6817010852,https://www.openstreetmap.org/node/6817010852,0.6,
osm-node-6817060478,Public toilet,,,,,-37.1780471,175.294138,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6817060478,node/6817060478,https://www.openstreetmap.org/node/6817060478,0.55,
osm-node-6831648485,Public toilet,,,,,-38.7125124,176.1028272,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6831648485,node/6831648485,https://www.openstreetmap.org/node/6831648485,0.55,
osm-node-683216514,Public toilet,,,,,-35.6000524,173.5285265,Unknown,public,true,,,true,true,,false,,OpenStreetMap,node/683216514,node/683216514,https://www.openstreetmap.org/node/683216514,0.7,
osm-node-6832327414,Public toilet,,,,,-36.7803118,174.9920679,Unknown,public,,,,,,,,,OpenStreetMap,node/6832327414,node/6832327414,https://www.openstreetmap.org/node/6832327414,0.6,
osm-node-6833563587,Public toilet,,,,,-36.8004707,175.0363462,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6833563587,node/6833563587,https://www.openstreetmap.org/node/6833563587,0.55,
osm-node-6833677272,Public toilet,,,,,-36.8267939,175.0722322,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6833677272,node/6833677272,https://www.openstreetmap.org/node/6833677272,0.55,
osm-node-6839793980,Public toilet,,,,,-34.5063103,172.7034406,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6839793980,node/6839793980,https://www.openstreetmap.org/node/6839793980,0.55,
osm-node-6842656587,Public toilet,,,,,-44.2452626,171.2779894,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6842656587,node/6842656587|node/6899189386,https://www.openstreetmap.org/node/6842656587,0.55,
osm-node-6842663285,Public toilet,,,,,-45.1028858,170.9551962,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6842663285,node/6842663285,https://www.openstreetmap.org/node/6842663285,0.55,
osm-node-6865482585,Public toilet,,,,,-42.8035166,171.1284633,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6865482585,node/6865482585,https://www.openstreetmap.org/node/6865482585,0.55,
osm-node-687386264,Public toilet,,,,,-38.1569571,175.6955208,Unknown,unknown,,,,,,,,,OpenStreetMap,node/687386264,node/687386264,https://www.openstreetmap.org/node/687386264,0.55,
osm-node-6876284498,Public toilet,,,,,-36.8844294,174.7320517,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/6876284498,node/6876284498,https://www.openstreetmap.org/node/6876284498,0.65,
osm-node-6887304928,Public toilet,,,,,-45.0524253,169.6729215,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6887304928,node/6887304928,https://www.openstreetmap.org/node/6887304928,0.55,
osm-node-6894098785,Public toilet,,,,,-45.6615961,169.4104969,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6894098785,node/6894098785,https://www.openstreetmap.org/node/6894098785,0.55,
osm-node-690262934,Public toilet,,,,,-37.2629585,174.945342,Unknown,unknown,,,,,,,,,OpenStreetMap,node/690262934,node/690262934,https://www.openstreetmap.org/node/690262934,0.55,
osm-node-6904092185,Public toilet,,,,,-38.9895642,174.2190376,24/7,unknown,limited,false,true,false,false,,false,,OpenStreetMap,node/6904092185,node/6904092185,https://www.openstreetmap.org/node/6904092185,0.73,
osm-node-691034172,Public toilet,,,,,-37.263954,174.945962,Unknown,unknown,,,,,,,,,OpenStreetMap,node/691034172,node/691034172,https://www.openstreetmap.org/node/691034172,0.55,
osm-node-691034175,Public toilet,,,,,-37.2606728,174.9476786,Unknown,unknown,,,,,,,,,OpenStreetMap,node/691034175,node/691034175,https://www.openstreetmap.org/node/691034175,0.55,
osm-node-6917287742,Public toilet,,,,,-37.7530009,175.2667639,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/6917287742,node/6917287742,https://www.openstreetmap.org/node/6917287742,0.65,
osm-node-694111166,Public toilet,,,,,-36.8356048,174.6026497,Unknown,unknown,,,,,,,,,OpenStreetMap,node/694111166,node/694111166,https://www.openstreetmap.org/node/694111166,0.55,
osm-node-694116462,Public toilet,,,,,-37.2961405,174.9459152,Unknown,unknown,true,false,,,,,false,,OpenStreetMap,node/694116462,node/694116462,https://www.openstreetmap.org/node/694116462,0.65,2025-02-21
osm-node-694157285,Public toilet,,,,,-37.6573038,175.5275115,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/694157285,node/694157285,https://www.openstreetmap.org/node/694157285,0.55,
osm-node-694162529,Public toilet,,,,,-37.7593759,175.7521106,Unknown,unknown,,,,,,,,,OpenStreetMap,node/694162529,node/694162529,https://www.openstreetmap.org/node/694162529,0.55,
osm-node-694171012,Public toilet,,,,,-37.9770004,175.7563267,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/694171012,node/694171012,https://www.openstreetmap.org/node/694171012,0.65,2022-12-29
osm-node-694186463,Public toilet,,,,,-38.0489898,175.773852,Unknown,unknown,,,,,,,,,OpenStreetMap,node/694186463,node/694186463,https://www.openstreetmap.org/node/694186463,0.55,
osm-node-6942515569,Public toilet,,,,,-38.0863904,176.7004296,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6942515569,node/6942515569,https://www.openstreetmap.org/node/6942515569,0.55,
osm-node-6953211427,Public toilet,,,,,-41.2678549,173.9690791,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6953211427,node/6953211427,https://www.openstreetmap.org/node/6953211427,0.55,
osm-node-6956544587,Public toilet,,,,,-37.9520784,175.6310368,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6956544587,node/6956544587,https://www.openstreetmap.org/node/6956544587,0.55,
osm-node-6960989861,Public toilet,,,,,-41.2517765,174.9324188,Unknown,public,,,true,,,,,,OpenStreetMap,node/6960989861,node/6960989861,https://www.openstreetmap.org/node/6960989861,0.6,
osm-node-6964757486,Public toilet,,,,,-39.3919861,175.4297982,Unknown,unknown,true,false,,,,,false,,OpenStreetMap,node/6964757486,node/6964757486,https://www.openstreetmap.org/node/6964757486,0.65,
osm-node-6968440485,Public toilet,,,,,-41.2878934,174.7789629,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6968440485,node/6968440485,https://www.openstreetmap.org/node/6968440485,0.55,
osm-node-6978530485,Public toilet,,,,,-41.7529806,171.598327,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6978530485,node/6978530485,https://www.openstreetmap.org/node/6978530485,0.55,
osm-node-6984276348,Public toilet,,,,,-45.8261889,170.4636092,Unknown,unknown,,false,,,,,,,OpenStreetMap,node/6984276348,node/6984276348,https://www.openstreetmap.org/node/6984276348,0.55,
osm-node-6985974143,Public toilet,,,,,-36.9055228,175.088961,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6985974143,node/6985974143,https://www.openstreetmap.org/node/6985974143,0.55,
osm-node-6991281399,Public toilet,,,,,-36.8525177,174.7255643,Unknown,unknown,,,,,,,,,OpenStreetMap,node/6991281399,node/6991281399,https://www.openstreetmap.org/node/6991281399,0.55,
osm-node-6994161946,Public toilet,,,,,-36.8008579,174.746982,Unknown,unknown,,,,,true,,false,,OpenStreetMap,node/6994161946,node/6994161946,https://www.openstreetmap.org/node/6994161946,0.55,
osm-node-6994161947,Public toilet,,,,,-36.8009915,174.7469312,Unknown,unknown,,,,true,,,,,OpenStreetMap,node/6994161947,node/6994161947,https://www.openstreetmap.org/node/6994161947,0.55,
osm-node-699599686,Public toilet,,,,,-36.7845766,174.8587217,Unknown,unknown,,,,,,,,,OpenStreetMap,node/699599686,node/699599686,https://www.openstreetmap.org/node/699599686,0.55,
osm-node-6997851739,Public toilet,,,,,-37.7045787,176.0453459,Unknown,public,,,,true,true,,false,,OpenStreetMap,node/6997851739,node/6997851739,https://www.openstreetmap.org/node/6997851739,0.6,
osm-node-700714367,Public toilet,,,,,-36.8868731,174.7678363,Unknown,unknown,,,,,,,,,OpenStreetMap,node/700714367,node/700714367,https://www.openstreetmap.org/node/700714367,0.55,
osm-node-7016263898,Public toilet,,,,,-38.1656956,176.2474496,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7016263898,node/7016263898,https://www.openstreetmap.org/node/7016263898,0.55,
osm-node-7022942550,Public toilet,,,,,-36.7675032,175.1629182,Unknown,unknown,,false,,,,,,,OpenStreetMap,node/7022942550,node/7022942550,https://www.openstreetmap.org/node/7022942550,0.55,
osm-node-7022942551,Public toilet,,,,,-36.7856279,175.1546643,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7022942551,node/7022942551,https://www.openstreetmap.org/node/7022942551,0.55,
osm-node-7022942552,Public toilet,,,,,-36.7860484,175.1544395,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7022942552,node/7022942552,https://www.openstreetmap.org/node/7022942552,0.55,
osm-node-703132063,Public toilet,,,,,-35.7130504,174.3282423,Unknown,unknown,,,,,,,,,OpenStreetMap,node/703132063,node/703132063,https://www.openstreetmap.org/node/703132063,0.55,
osm-node-7039498773,Public toilet,,,,,-45.0159556,168.7342042,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/7039498773,node/7039498773,https://www.openstreetmap.org/node/7039498773,0.55,
osm-node-7039828967,Public toilet,,,,,-36.8058576,175.0693024,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7039828967,node/7039828967,https://www.openstreetmap.org/node/7039828967,0.55,
osm-node-7051076986,Public toilet,,,,,-38.9928983,175.8156341,Unknown,unknown,false,,,,,,false,,OpenStreetMap,node/7051076986,node/7051076986,https://www.openstreetmap.org/node/7051076986,0.65,
osm-node-7055853385,Public toilet,,,,,-39.4544317,174.4092561,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7055853385,node/7055853385,https://www.openstreetmap.org/node/7055853385,0.55,
osm-node-7057428986,Public toilet,,,,,-37.8303139,174.8208126,Unknown,customers,,,,true,true,,,,OpenStreetMap,node/7057428986,node/7057428986,https://www.openstreetmap.org/node/7057428986,0.6,
osm-node-7061918826,Public toilet,,,,,-43.3012294,172.5731443,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7061918826,node/7061918826,https://www.openstreetmap.org/node/7061918826,0.55,
osm-node-7078951685,Public toilet,,,,,-41.6094632,171.8798918,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7078951685,node/7078951685,https://www.openstreetmap.org/node/7078951685,0.55,
osm-node-7081719510,Public toilet,,,,,-42.4389843,171.1974165,Unknown,public,,,true,,,,,,OpenStreetMap,node/7081719510,node/7081719510,https://www.openstreetmap.org/node/7081719510,0.6,
osm-node-7087627271,Public toilet,,,,,-37.8017278,175.8081673,Unknown,public,,,true,,,,,,OpenStreetMap,node/7087627271,node/7087627271,https://www.openstreetmap.org/node/7087627271,0.6,
osm-node-7089983116,Public toilet,,,,,-38.0752707,176.2161034,Unknown,public,true,false,true,,,,,,OpenStreetMap,node/7089983116,node/7089983116,https://www.openstreetmap.org/node/7089983116,0.7,
osm-node-7092628363,Public toilet,,,,,-36.834014,175.762551,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7092628363,node/7092628363,https://www.openstreetmap.org/node/7092628363,0.55,
osm-node-7094831920,Public toilet,,,,,-38.2838091,176.4951119,Unknown,public,limited,false,true,,,,,,OpenStreetMap,node/7094831920,node/7094831920,https://www.openstreetmap.org/node/7094831920,0.7,
osm-node-7094834850,Public toilet,,,,,-38.28332,176.4963707,Unknown,unknown,limited,false,true,,,,,,OpenStreetMap,node/7094834850,node/7094834850,https://www.openstreetmap.org/node/7094834850,0.65,
osm-node-7094886887,Public toilet,,,,,-41.1285951,174.8402644,Unknown,customers,,,,,,,,,OpenStreetMap,node/7094886887,node/7094886887,https://www.openstreetmap.org/node/7094886887,0.6,
osm-node-7095276561,Public toilet,,,,,-37.7738643,175.2129439,Unknown,unknown,,,true,,,,false,,OpenStreetMap,node/7095276561,node/7095276561,https://www.openstreetmap.org/node/7095276561,0.55,
osm-node-7095276938,Public toilet,,,,,-37.7743534,175.2167987,Unknown,customers,true,,,true,true,,false,,OpenStreetMap,node/7095276938,node/7095276938,https://www.openstreetmap.org/node/7095276938,0.7,
osm-node-7097931549,Public toilet,,,,,-42.5241513,171.4080572,Unknown,public,,,,,,,,,OpenStreetMap,node/7097931549,node/7097931549,https://www.openstreetmap.org/node/7097931549,0.6,
osm-node-7100830421,Public toilet,,,,,-38.4251627,175.89342,Unknown,unknown,,,true,,,,,,OpenStreetMap,node/7100830421,node/7100830421,https://www.openstreetmap.org/node/7100830421,0.55,
osm-node-7100830453,Public toilet,,,,,-38.4342933,175.8287278,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7100830453,node/7100830453,https://www.openstreetmap.org/node/7100830453,0.55,
osm-node-7100830454,Public toilet,,,,,-38.4312804,175.8235055,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/7100830454,node/7100830454,https://www.openstreetmap.org/node/7100830454,0.65,
osm-node-7116131634,Public toilet,,,,,-37.711399,176.3077572,Unknown,public,true,,,true,true,,false,,OpenStreetMap,node/7116131634,node/7116131634,https://www.openstreetmap.org/node/7116131634,0.7,
osm-node-7123052287,Public toilet,,,,,-46.863594,168.1232564,Unknown,unknown,,,,,,,,,OpenStreetMap,node/7123052287,node/7123052287,https://www.openstreetmap.org/node/7123052287,0.55,
osm-node-7125202908,Public toilet,,,,,-41.2625299,174.9459559,Unknown,customers,true,false,true,,,,,,OpenStreetMap,node/7125202908,node/7125202908,https://www.openstreetmap.org/node/7125202908,0.7,
osm-node-7137806086,Public toilet,,,,,-42.3936016,172.9678379,24/7,unknown,,,,,,,,,OpenStreetMap,node/7137806086,node/7137806086,https://www.openstreetmap.org/node/7137806086,0.63,
osm-node-7138183385,Public toilet,,,,,-44.9875156,170.7318021,24/7,unknown,,,,,,,,,OpenStreetMap,node/7138183385,node/7138183385,https://www.openstreetmap.org/node/7138183385,0.63,
osm-node-714060520,Public toilet,,,,,-41.2808726,174.9067491,Unknown,public,true,,true,,,,false,,OpenStreetMap,node/714060520,node/714060520,https://www.openstreetmap.org/node/714060520,0.7,
osm-node-714117267,Public toilet,,,,,-41.255311,174.8663958,Unknown,unknown,,,,,,,false,,OpenStreetMap,node/714117267,node/714117267,https://www.openstreetmap.org/node/714117267,0.55,2023-01-22
osm-node-714117305,Public toilet,,,,,-41.2564342,174.8656029,Unknown,unknown,true,,,,,,false,,OpenStreetMap,node/714117305,node/714117305,https://www.openstreetmap.org/node/714117305,0.65,2023-01-22
